0	1
4-O-beta-D-glucosyl-indol-3-yl formamide	C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=CN2)NC=O
4-O-beta-D-mannopyranosyl-D-glucopyranose	C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O
4-O-beta-D-mannopyranosyl-D-glucose	C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O
4-O-beta-D-mannopyranosyl-N-acetyl-D-glucosamine	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O
4-O-beta-D-mannopyranosyl-beta-D-mannopyranose	C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O
4-O-beta-D-xylopyranosyl-beta-D-xylopyranose	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O)O)O)O
4-O-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)OC[C@@H](COP(=O)(O)OC[C@@H](CO)O)O)O)NC(=O)C)O)NC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-O-digalloyl-1,2,3,6-tetra-O-beta-D-galloylglucose	C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O
4-O-dimethylallyl-L-tyrosine	CC(=CCOC1=CC=C(C=C1)C[C@@H](C(=O)O)N)C
4-O-methyl-DIBOA-glucoside	CON1C2=CC=CC=C2OC(C1=O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
4-O-methyl-alpha-D-glucuronate	CO[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1C(=O)[O-])O)O)O
4-O-methyl-alpha-D-glucuronic acid	CO[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1C(=O)O)O)O)O
4-O-methylrhodomycinone D	CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)[NH3+])O
4-O-methylrhodomycinone D	CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)O
4-O-methylxanthohumol	CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)OC)O)C
4-O-oxalyl-L-threonate	C(C(C(C(=O)[O-])O)O)OC(=O)C(=O)[O-]
4-O-phosphohygromycin	C[NH2+][C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@H]([C@@H]([C@@H](C(O4)[C@@H](CO)[NH3+])O)O)O)OP(=O)([O-])[O-])[NH3+]
4-O-phosphohygromycin B	CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)O[C@@]4(O3)[C@@H]([C@H]([C@H]([C@H](O4)C(CO)N)O)O)O)O)N
4-Oxalocrotonate	C(/C=C/C(=O)[O-])C(=O)C(=O)[O-]
4-Oxalocrotonate	C(/C=C\C(=O)O)C(=O)C(=O)O
4-Oxo-1-(3-pyridyl)-1-butanone	C1=CC(=CN=C1)C(=O)CCC=O
4-Oxoglutaramate	C(CC(=O)[O-])C(=O)C(=O)N
4-Oxoglutaramate	C(CC(=O)O)C(=O)C(=O)N
4-Oxoproline	C1C(NCC1=O)C(=O)O
4-Oxoproline	C1[C@H](NCC1=O)C(=O)O
4-Pregnene-3,20-dione	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
4-Sulfobenzyl alcohol	C1=CC(=CC=C1CO)S(=O)(=O)O
4-Sulfocatechol	C1=CC(=C(C=C1S(=O)(=O)O)O)O
4-Trimethylammoniobutanal	C[N+](C)(C)CCCC=O
4-[(1E)-3-hydroxyprop-1-en-1-yl]-2-methoxyphenol	COC1=C(C=CC(=C1)/C=C/CO)O
4-[(1Z)-3-carboxylato-3-oxoprop-1-en-1-yl]-2,3-dihydro-1H-pyrrole-2-carboxylate	C1C([NH2+]C=C1/C=C\C(=O)C(=O)[O-])C(=O)[O-]
4-[(2-hydroxyethoxy)carbonyl]benzoate	C1=CC(=CC=C1C(=O)[O-])C(=O)OCCO
4-[(2Z)-2-(methylimino)ethyl]phenol	C[NH+]=CCC1=CC=C(C=C1)O
4-[(4E,6E)-3-oxo-7-phenylhepta-4,6-dien-1-yl]cyclohexa-3,5-diene-1,2-dione	C1=CC=C(C=C1)/C=C/C=C/C(=O)CCC2=CC(=O)C(=O)C=C2
4-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-1,7-dihydroxy-2,3,5-trioxabicyclo[2.2.2]oct-7-en-6-one	C1=CC(=C(C=C1/C=C/C23C=C(C(C(=O)O2)(OO3)O)[O-])O)O
4-[(E)-2-(methylamino)ethenyl]phenol	C[NH2+]/C=C/C1=CC=C(C=C1)O
4-[(E)-2-Isocyanoethenyl]phenol	[C-]#[N+]/C=C/C1=CC=C(C=C1)O
4-[(E)-2-isocyanoethenyl]phenol	[C-]#[N+]/C=C/C1=CC=C(C=C1)O
4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone	C1=CC(=CN=C1)C(=O)CCCN(CO)N=O
4-[(Z)-2-aminoethenyl]phenol	C1=CC(=CC=C1/C=C\N)O
4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate	COC1=CC(=CC(=C1O)C(=O)/C=C(\C=C(/C(=O)O)\O)/C(=O)O)C(=O)O
4-acetamidobutanal	CC(=O)NCCCC=O
4-acetamidobutanoate	CC(=O)NCCCC(=O)[O-]
4-acetamidobutanoate	CC(=O)NCCCC(=O)O
4-acetamidobutanoyl-CoA	CC(=O)NCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
4-acetylpyridine	CC(=O)C1=CC=NC=C1
4-allylphenol	C=CCC1=CC=C(C=C1)O
4-alpha-D-nigerosylglucose	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O)O
4-amino-2,4-dioxobutanoate	C(C(=O)C(=O)[O-])C(=O)N
4-amino-2,6-dinitrotoluene	CC1=C(C=C(C=C1[N+](=O)[O-])N)[N+](=O)[O-]
4-amino-2,6-dinitrotoluene glucoside	CC1=C(C=C(C=C1[N+](=O)[O-])NC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[N+](=O)[O-]
4-amino-2-(methanethioyl)-5-oxo-3-sulfanylpyrrolidine-2-carboxylate	C(=S)C1(C(C(C(=O)N1)[NH3+])S)C(=O)[O-]
4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine	CC1=NC=C(C(=N1)N)COP(=O)([O-])OP(=O)([O-])[O-]
4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine	CC1=NC=C(C(=N1)N)COP(=O)([O-])[O-]
4-amino-2-methyl-5-pyrimidinemethanol	CC1=NC=C(C(=N1)N)CO
4-amino-2-oxo-pentanedioate	C(C(C(=O)[O-])[NH3+])C(=O)C(=O)[O-]
4-amino-3-hydroxybenzoate	C1=CC(=C(C=C1C(=O)O)[O-])N
4-amino-3-hydroxybutanoate	C(C(CN)O)C(=O)[O-]
4-amino-3-methoxybenzoate	COC1=C(C=CC(=C1)C(=O)[O-])N
4-amino-3-methylbenzoic acid	CC1=C(C=CC(=C1)C(=O)O)N
4-amino-4-de(dimethylamino)anhydrotetracycline	CC1=C2C=CC=C(C2=C(C3=C1C[C@H]4[C@@H](C(=O)C(=C([C@]4(C3=O)O)O)C(=O)N)N)O)O
4-amino-4-deoxy-N10-methylpteroic acid	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)O
4-amino-4-deoxy-alpha-L-arabinopyranosyl di-trans,poly-cis-undecaprenyl phosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)N)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)N)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])O[C@H]1[C@@H]([C@H]([C@H](CO1)[NH3+])O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)N)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-amino-4-deoxychorismate	C=C(C(=O)[O-])O[C@@H]1C=C(C=C[C@H]1[NH3+])C(=O)[O-]
4-amino-4-deoxychorismate	C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1N)C(=O)O
4-amino-4-deoxychorismate	C=C(C(=O)[O-])O[C@@H]1C=C(C=C[C@H]1N)C(=O)[O-]
4-amino-4-deoxyprephenate	C1=CC(C=CC1[NH3+])(CC(=O)C(=O)[O-])C(=O)[O-]
4-amino-5-aminomethyl-2-methylpyrimidine	CC1=NC=C(C(=N1)N)CN
4-amino-5-hydroxymethyl-2-methylpyrimidine	CC1=NC=C(C(=N1)N)CO
4-amino-L-phenylalanine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)N
4-aminobenzoate	C1=CC(=CC=C1C(=O)[O-])N
4-aminobenzoic acid	C1=CC(=CC=C1C(=O)O)N
4-aminobenzoyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)N)O
4-aminobenzoyl-glutamate	C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])N
4-aminobenzoyl-glutamate	C1=CC(=CC=C1C(=O)NC(CCC(=O)[O-])C(=O)[O-])N
4-aminobenzoylglutamate	C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)N
4-aminobiphenyl	C1=CC=C(C=C1)C2=CC=C(C=C2)N
4-aminobutanal	C(CC=O)CN
4-aminobutanoate	C(CC(=O)O)CN
4-aminobutanoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCN)O
4-aminobutyraldehyde	C(CC=O)CN
4-aminobutyric acid	C(CC(=O)O)CN
4-aminoimidazole	C1=C(NC=N1)N
4-aminophenol	C1=CC(=CC=C1N)O
4-aminosalicylate	C1=CC(=C(C=C1N)O)C(=O)O
4-androstene-3,17-dione	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
4-azido-L-phenylalanine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)N=[N+]=[N-]
4-benzoyloxybutylglucosinolate	C1=CC=C(C=C1)C(=O)OCCCC/C(=N\OS(=O)(=O)[O-])/S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
4-bromo-2,3-dihydrodiol-diphenyl ether	C1=CC=C(C=C1)OC2=CC(=C[C@@H]([C@@H]2O)O)Br
4-bromo-2,3-dihydroxydiphenyl ether	C1=CC=C(C=C1)OC2=CC(=CC(=C2O)O)Br
4-bromodiphenyl ether	C1=CC=C(C=C1)OC2=CC=C(C=C2)Br
4-bromophenol	C1=CC(=CC=C1O)Br
4-bromophenylalanine	C1=CC(=CC=C1CC(C(=O)O)N)Br
4-bromophenylalanine	C1=CC(=CC=C1C[C@@H](C(=O)O)N)Br
4-carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate	COC(=O)/C=C(\C=C(/C(=O)O)\O)/C(=O)O
4-carboxy-2-hydroxymuconate semialdehyde	C(=C/O)\C(=C/C(=O)C(=O)O)\C(=O)O
4-carboxy-2-hydroxymuconate semialdehyde	C(=C/[O-])\C(=C/C(=O)C(=O)O)\C(=O)[O-]
4-carboxy-2-hydroxymuconate semialdehyde hemiacetal	C1=C(C=C(OC1O)C(=O)O)C(=O)O
4-carboxy-2-hydroxypenta-2,4-dienoate	C=C(/C=C(\C(=O)O)/[O-])C(=O)[O-]
4-carboxy-4-hydroxy-2-oxoadipate	C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O
4-carboxybenzaldehyde	C1=CC(=CC=C1C=O)C(=O)O
4-carboxybenzyl alcohol	C1=CC(=CC=C1CO)C(=O)[O-]
4-carboxybenzyl alcohol	C1=CC(=CC=C1CO)C(=O)O
4-carboxybut-2-enoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/CC(=O)O)O
4-carboxymethyl-3-methylbut-2-en-1,4-olide	CC1=CC(=O)OC1CC(=O)O
4-carboxymethylene-3-chlorobut-2-en-4-olide	C1=C(C(=CC(=O)O)OC1=O)Cl
4-carboxymethylenebut-2-en-4-olide	C1=CC(=O)OC1=CC(=O)O
4-carboxymethylenebut-2-en-4-olide	C\1=CC(=O)O/C1=C/C(=O)O
4-carboxymethylenebut-2-en-4-olide	C\1=CC(=O)O/C1=C\C(=O)O
4-chloro-2-fluoromuconate	C(=C(\C=C(/C(=O)[O-])\F)/Cl)\C(=O)[O-]
4-chloro-2-methyl-cis,cis-muconate	C/C(=C/C(=C\C(=O)[O-])/Cl)/C(=O)[O-]
4-chloro-2-methylphenol	CC1=C(C=CC(=C1)Cl)O
4-chloro-2-methylphenoxyacetate	CC1=C(C=CC(=C1)Cl)OCC(=O)[O-]
4-chloro-3-hydroxybutyryl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)C[C@@H](CCl)O)O
4-chloro-3-methylcatechol	CC1=C(C=CC(=C1O)O)Cl
4-chloro-N-hydroxyaniline	C1=CC(=CC=C1NO)Cl
4-chloro-benzene-1,2-diol	C1=CC(=C(C=C1Cl)O)O
4-chloro-crotonyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/CCl)O
4-chloroacetanilide	CC(=O)NC1=CC=C(C=C1)Cl
4-chloroaniline	C1=CC(=CC=C1N)Cl
4-chlorobenzoate	C1=CC(=CC=C1C(=O)[O-])Cl
4-chlorobenzoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)Cl)O
4-chlorocatechol	C1=CC(=C(C=C1Cl)O)O
4-chloronitrobenzene	C1=CC(=CC=C1[N+](=O)[O-])Cl
4-chlorophenol	C1=CC(=CC=C1O)Cl
4-chlorophenylacetate	C1=CC(=CC=C1CC(=O)[O-])Cl
4-chlorophenylacetate	C1=CC(=CC=C1CC(=O)O)Cl
4-chlorophenylacetonitrile	C1=CC(=CC=C1CC#N)Cl
4-chlorosalicylate	C1=CC(=C(C=C1Cl)[O-])C(=O)O
4-cis-undecenoyl-CoA	CCCCCC/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
4-coumaraldehyde	C1=CC(=CC=C1/C=C/C=O)O
4-coumarate	C1=CC(=CC=C1/C=C/C(=O)O)O
4-coumarate	C1=CC(=CC=C1/C=C/C(=O)O)[O-]
4-coumaric acid	C1=CC(=CC=C1/C=C/C(=O)O)O
4-coumaroyl-4'-hydroxyphenyllactate	C1=CC(=CC=C1C[C@H](C(=O)[O-])OC(=O)/C=C/C2=CC=C(C=C2)O)O
4-coumaroyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=C(C=C4)O)O
4-coumaroyl-diketide	C1=CC(=CC=C1/C=C/C(=O)CC(=O)[O-])O
4-coumaroylacetyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C4=CC=C(C=C4)O)O
4-coumaroylagmatine	C1=CC(=CC=C1/C=C/C(=O)NCCCC[NH+]=C(N)N)O
4-coumaroylhexanoylmethane	CCCCCC(=O)/C=C(/C=C/C1=CC=C(C=C1)O)\O
4-coumaroylquinate	C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)[O-])O)OC(=O)/C=C/C2=CC=C(C=C2)O)O)O
4-coumaroylshikimate	C1[C@H]([C@@H]([C@@H](C=C1C(=O)[O-])O)O)OC(=O)/C=C/C2=CC=C(C=C2)O
4-coumaryl alcohol	C1=CC(=CC=C1/C=C/CO)O
4-coumaryl-4-coumarate	C1=CC(=CC=C1/C=C/COC(=O)/C=C/C2=CC=C(C=C2)O)O
4-cresol	CC1=CC=C(C=C1)O
4-cyanobenzaldehyde	C1=CC(=CC=C1C=O)C#N
4-de(dimethylamino)-4-oxoanhydrotetracycline	CC1=C2C=CC=C(C2=C(C3=C1C[C@H]4C(=O)C(=C(C(=O)[C@]4(C3=O)O)C(=O)N)O)O)O
4-decanoylsucrose	CCCCCCCCCC(=O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)CO
4-dedimethylamino-4-oxoanhydrotetracycline	CC1=C2C=CC=C(C2=C(C3=C1C[C@H]4C(=O)C(=C(C(=O)[C@]4(C3=O)O)C(=O)N)[O-])O)O
4-dehydro-tetracenomycin C	CC1=C(C(=CC2=CC3=C(C(=C12)O)C(=O)[C@@]4(C(=O)C=C(C(=O)[C@@]4(C3=O)O)OC)O)OC)C(=O)OC
4-demethylpremithracinone	CC(=O)C1=C([C@@]2([C@@H](C=C3C=C4C=C(C=C(C4=C(C3=C2O)O)O)O)[C@@H](C1=O)O)O)O
4-deoxy-2-O-sulfo-beta-L-erythro-hex-4-enopyranuronosyl-(1,4)-D-N-sulfoglucosamine 6-O-sulfate	C1=C(O[C@H]([C@@H]([C@H]1O)OS(=O)(=O)[O-])O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NS(=O)(=O)[O-])O)COS(=O)(=O)[O-])C(=O)[O-]
4-deoxy-4-formamido-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)NC=O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-deoxy-4-formamido-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])O[C@H]1[C@@H]([C@H]([C@H](CO1)NC=O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
4-deoxy-6-O-methyl-L-threo-hex-4-enopyranuronate	COC(=O)C1=C[C@@H]([C@H](C(O1)O)O)O
4-deoxy-L-erythro-hex-4-enopyranuronate	C1=C(OC([C@H]([C@H]1O)O)O)C(=O)[O-]
4-deoxy-L-threo-5-hexosulose-uronate	C1=C(O[C@@H]([C@@H]([C@H]1O)O)O)C(=O)[O-]
4-deoxy-L-threo-5-hexosulose-uronate	C1=C(OC([C@@H]([C@H]1O)O)O)C(=O)[O-]
4-deoxy-L-threo-hex-4-enopyranosiduronate-alpha-L-rhamnopyranose 3-sulfate	C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)OS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O
4-deoxy-L-threo-hex-4-enopyranuronate	C1=C(OC([C@@H]([C@H]1O)O)O)C(=O)[O-]
4-deoxy-alpha-L-erythro-hex-4-enopyranuronate-alpha-L-guluronate	C1=C(O[C@H]([C@H]([C@H]1O)O)O[C@H]2[C@@H]([C@@H]([C@@H](O[C@H]2C(=O)[O-])O)O)O)C(=O)[O-]
4-deoxy-alpha-L-erythro-hex-4-enopyranuronate-beta-D-mannuronate	C1=C(O[C@H]([C@H]([C@H]1O)O)O[C@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2C(=O)[O-])O)O)O)C(=O)[O-]
4-deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl--D-galactosamine 6-sulfate	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)COS(=O)(=O)[O-])O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl--D-glucosamine 6-sulfate	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)COS(=O)(=O)[O-])O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)O)O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)OS(=O)(=O)O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)O)O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1,4)-N-acetyl--D-galactosamine 6-sulfate	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1,4)-N-acetyl-D-galactosamine	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 4-sulfate	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)OS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O
4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 6-sulfate	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)COS(=O)(=O)[O-])O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)O
4-deoxy-beta-D-gluc-4-enuronosyl-2-sulfate-(1,3)-N-acetyl-beta-D-galactosamine	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O[C@H]2[C@@H]([C@H](C=C(O2)C(=O)[O-])O)OS(=O)(=O)[O-]
4-deoxy-beta-L-erythro-hex-4-enopyranuronosyl-(1,4)-D-N-sulfoglucosamine	C1=C(O[C@H]([C@@H]([C@H]1O)O)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NS(=O)(=O)[O-])O)CO)C(=O)[O-]
4-deoxy-beta-L-erythro-hex-4-enopyranuronosyl-(1,4)-D-N-sulfoglucosamine 6-O-sulfate	C1=C(O[C@H]([C@@H]([C@H]1O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)NS(=O)(=O)[O-])O)COS(=O)(=O)[O-])C(=O)[O-]
4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan	CC(=CCC1=C(C=CC2=C1OC[C@@]3([C@H]2OC4=C3C=CC(=C4)O)O)O)C
4-dimethylallyl-L-abrine	CC(=CCC1=C2C(=CC=C1)NC=C2C[C@@H](C(=O)O)NC)C
4-dimethylallyl-L-tryptophan	CC(=CCC1=C2C(=CC=C1)NC=C2C[C@@H](C(=O)O)N)C
